"","x","y"
"1",-2.7976458678022,2.29170183632504
"2",5.88791109155864,7.82236518992946
"3",2.38387255556881,5.04631100160722
"4",3.9910827325657,4.51887519184622
"5",-1.61609069444239,3.59165957507544
"6",-4.44959262572229,2.7896163386951
"7",2.84403407480568,5.03286061327513
"8",-5.62215826101601,2.61233649519416
"9",-5.29608557280153,1.88731593501233
"10",-3.61291197035462,3.62842977032561
"11",-5.09342675004154,2.45422504148256
"12",5.5975691601634,5.92657675253637
"13",4.03091237135231,5.1046972900575
"14",2.52072939276695,4.37550608906389
"15",-0.60967493802309,4.78242093775003
"16",1.90185988135636,4.82308138479282
"17",1.45028402656317,4.88256950540173
"18",2.66772741917521,4.45366814065978
"19",-5.82456365413964,1.82802494627849
"20",-2.21354563906789,3.0467891990437
"21",2.88911310117692,3.78710127222824
"22",-0.409159415401518,2.82741515009023
"23",1.94825648702681,5.80135246592234
"24",-0.0733256796374917,5.40546917614695
"25",-1.4065481973812,3.80845766343827
"26",-0.416539773344994,3.53541144961247
"27",-0.28287427034229,3.3082334961001
"28",-1.35812460165471,3.73385894542616
"29",-1.90481929946691,5.07113612181087
"30",-1.95674319472164,5.27098654431542
"31",-3.22899569291621,1.77025165707774
"32",4.94613686855882,6.20626451897802
"33",-3.99165805801749,2.9835455370815
"34",-1.9485548492521,5.03207451742142
"35",2.63417241442949,4.49141216410379
"36",2.84346905071288,4.6257964430168
"37",0.567801254801452,4.02955372077987
"38",-4.45967826247215,2.8004556582512
"39",3.21757435798645,5.00202168034183
"40",-1.63934489898384,5.42400942707785
"41",-5.16520389541984,2.53111062045579
"42",5.41941435914487,4.85021629566077
"43",5.65187978278846,6.64801716409705
"44",1.46325127501041,5.59710543205544
"45",4.20576103124768,5.41951802055392
"46",-4.72905210033059,2.10583089635148
"47",-3.43112927209586,3.76633852760263
"48",5.61226342990994,6.91649200183073
"49",-0.321224204264581,3.36150054139195
"50",0.826109415851533,5.34558589093304
"51",4.48825212009251,5.19431457531844
"52",1.25150731299073,5.7826515821913
"53",-3.26506760716438,2.52506770193714
"54",-1.09344850759953,4.51562143493765
"55",-5.86871478427202,1.19446320852604
"56",-3.62135014683008,3.46740862279017
"57",-1.15506556537002,4.31444515604027
"58",-4.22687933128327,2.74264218565167
"59",5.98585941642523,5.64672931769906
"60",0.612779187038541,4.20550042416543
"61",4.04986225347966,5.29512556589281
"62",0.57363645080477,4.11499191187062
"63",-1.93163033109158,3.79789843230398
"64",-2.895023887977,3.6479017206913
"65",-3.43609805870801,1.86755067787404
"66",-4.0053361421451,2.59297670695412
"67",1.51732892822474,3.34667810086116
"68",-4.77138171438128,3.10198442650001
"69",-3.00577836390585,2.80211807937303
"70",2.47581510990858,5.14479863981987
"71",3.89261084608734,4.90413649589965
"72",5.05525022652,6.18137662445955
"73",-4.67847099434584,2.38058733949963
"74",1.62086578924209,3.41582269525934
"75",0.130870146676898,4.22909109969758
"76",3.08150284085423,5.11381929073018
"77",-5.18590308353305,2.57917021678433
"78",-1.20151352137327,3.77534345358856
"79",-5.84914424456656,3.64977771763117
"80",2.41353108175099,3.37258763059639
"81",3.53520685527474,5.15806813134293
"82",-4.40795935504138,2.87260739324978
"83",-3.36348769348115,4.03584026936932
"84",1.89716782327741,4.45617145925455
"85",1.09060748387128,4.59824632828633
"86",-3.11146282218397,2.59383169844508
"87",3.43813067302108,4.97406152940317
"88",-2.69793120771646,2.61018758227558
"89",3.61383390147239,6.1051990642089
"90",-3.81231936626136,3.20936726934517
"91",2.82496982719749,5.0442811580524
"92",-3.23592269048095,2.51269280792452
"93",0.480063800700009,3.95373776281464
"94",3.98711675964296,4.15900926159259
"95",2.10925659444183,5.94593862084379
"96",0.324269285425544,4.96599521248526
"97",2.84082268271595,5.90660019377404
"98",4.169079227373,5.77636786418645
"99",-2.32683952990919,4.43879080618574
"100",4.64757362008095,4.46637228856402
"101",-2.32050392311066,3.515046192478
"102",4.03871772810817,4.95687165775211
"103",3.12504254747182,5.99276270316945
"104",-3.14872928615659,2.77318229978683
"105",-3.88912019692361,3.0214868980813
"106",1.25719643756747,5.60381124931482
"107",1.71792234107852,3.8426133826499
"108",0.204275443218648,4.44870572455733
"109",3.14343053754419,5.23753383839591
"110",-1.60966204293072,5.08133780798965
"111",-4.30834723636508,1.40946021675717
"112",-5.4263719394803,3.8702017867387
"113",4.39700035471469,5.60289883625098
"114",5.67832807078958,6.94308178284024
"115",-1.02610132377595,2.22529212122623
"116",1.56385994050652,6.02997751591967
"117",5.09996228199452,4.29535092873628
"118",-0.0782487485557795,5.59130527101198
"119",-1.68725417554379,3.11900895296725
"120",4.64079286996275,5.26731833023181
"121",-2.94418820925057,3.56004315079408
"122",-0.326370659284294,4.47384861548796
"123",4.23658486269414,5.62573462403812
"124",1.13304302003235,4.6192001891122
"125",3.29156050365418,5.60091939774501
"126",-3.24197502806783,3.49165764486529
"127",0.976417106576264,5.2029691937939
"128",4.3921162057668,6.22865566639327
"129",-0.258941874839365,4.67566955427816
"130",2.6846642838791,5.28356787813839
"131",-2.8228287063539,4.57261867884158
"132",0.639968921430409,3.97869805916095
"133",-0.807627327740192,3.27387450148028
"134",5.61234397161752,7.15970787758943
"135",-5.16392468288541,1.53518672628324
"136",3.38323904760182,5.63044400573569
"137",-4.06713302247226,3.14627559429506
"138",-3.50573677103966,4.58078179907327
"139",3.47327280510217,6.01367177450848
"140",0.471775243990123,4.39489650853276
"141",4.76229717303067,5.72332669537741
"142",-2.22691943775862,2.16306960788489
"143",-0.761227296665311,2.44722519370115
"144",-5.43227043002844,2.32357835520999
"145",-2.85929631628096,4.24224813958698
"146",-1.791489623487,5.67838584207292
"147",-5.28561701998115,3.09520460604507
"148",2.23180003557354,6.52532839317538
"149",-3.42596342694014,3.51196611869868
"150",-5.7785447537899,2.93709005036872
"151",5.74731234647334,5.75938828915081
"152",2.87391038518399,6.1167805912806
"153",-2.45442056190223,5.05940521244698
"154",-3.59411863144487,3.39404404611139
"155",-1.11932012625039,4.25484167491287
"156",-2.57320024911314,3.57985718140559
"157",1.15006718225777,4.82602805692404
"158",3.70197684131563,5.09425254066572
"159",-1.44517862889916,3.24662101641857
"160",-2.10620891209692,3.42124817118707
"161",1.29871836304665,4.80636023926169
"162",0.383142756298184,4.3951473948487
"163",-4.19932933710515,3.46015261022896
"164",1.83619384188205,4.79428576924901
"165",2.85259342845529,4.59259369528227
"166",-0.223530088551342,4.13547774209575
"167",-4.96871813479811,3.85166104829646
"168",-2.87093494366854,3.76959274739174
"169",-0.508428309112787,4.25551860148177
"170",-1.0487596867606,5.09806733442734
"171",-2.78283261414617,3.90767410092652
"172",0.813032967969775,4.56614260330757
"173",-2.21747131738812,4.04715507497353
"174",2.50582967139781,4.9271067313799
"175",3.37229693960398,5.96199223969257
"176",4.76623306330293,5.68886289403184
"177",-2.27627456467599,4.54268978872897
"178",3.20145750325173,6.49914874864612
"179",-2.9626332577318,3.40142256555173
"180",3.39957512263209,5.80004690472968
"181",-5.51370536908507,3.85592978142248
"182",3.38455078750849,5.26393153198445
"183",3.89070519246161,5.37457391269334
"184",-2.95869387499988,2.16844674300747
"185",-0.677674524486065,5.34507595425887
"186",2.67408573254943,5.84295800210526
"187",-1.94677252694964,3.27607155056479
"188",3.38328325934708,5.94859754525544
"189",2.58129301015288,5.67063951039525
"190",4.65200646780431,5.6598902930183
"191",-5.82523303572088,1.69160545022566
"192",-2.60257545299828,3.98509973369642
"193",4.60182441305369,5.75658122191598
"194",-5.03414603043348,2.50469225296075
"195",1.43390171416104,5.87408008252243
"196",-4.11710325814784,2.27088408311745
"197",-1.82795864716172,2.83750090749409
"198",5.40285898558795,6.167459970922
"199",4.80008185934275,5.70867937142953
"200",-0.00496067572385073,3.31452267692534
